chr	start	stop	window	rec_rate	callable	n_ins	theta_ins	pi_ins	tajd_ins	n_del	theta_del	pi_del	tajd_del	n_indel	pol_success
chr2	92000000	94000000	250	0.53203950787	1609991	802	0.000140410367934	0.000127519509834	-0.384352981331	969	0.000169647938314	0.000149428752936	-0.499191851716	2429	0.729106628242
chr2	94000000	96000000	251	0.533450353533	1426194	1001	0.000197835274467	0.000181166760881	-0.352920612654	1378	0.000272344663551	0.000243138842187	-0.449464349796	3261	0.729530818767
chr2	96000000	98000000	252	0.536231762004	955917	610	0.000179869657314	0.000168523770204	-0.263848476665	881	0.000259778964088	0.000237462809891	-0.359724087436	3263	0.45694146491
chr2	98000000	100000000	253	0.539136988594	1456578	788	0.000152489776802	0.000135685725107	-0.461317341649	1089	0.000210737775301	0.000181665881481	-0.577952061781	2527	0.742777997626
chr2	100000000	102000000	254	0.543576103671	1603558	887	0.000155914750626	0.000146339052217	-0.257184457878	1147	0.000201616932321	0.000180598394321	-0.436798050037	2704	0.752218934911
chr2	102000000	104000000	255	0.548650119419	1413344	851	0.000169718794334	0.000158582467501	-0.274743888924	1206	0.000240518056365	0.000217610075634	-0.399103022467	2809	0.732289070844
chr2	104000000	106000000	256	0.554929073063	1468844	739	0.000141813319274	0.000130252806038	-0.341197982585	970	0.000186141975231	0.000162093097486	-0.541132889659	2231	0.766024204393
chr2	106000000	108000000	257	0.56225150559	1466108	904	0.000173800381067	0.000158525694883	-0.368046969547	1300	0.000249934176314	0.000228944862682	-0.351945741947	2980	0.739597315436
chr2	108000000	110000000	258	0.570285370888	1458147	916	0.000177068954247	0.000160308001579	-0.39641653935	1139	0.000220176352497	0.000193937561634	-0.499312560488	2710	0.758302583026
chr2	110000000	112000000	259	0.579306275983	1431586	1033	0.000203390721208	0.000188352013266	-0.309736784868	1411	0.000277816367497	0.000245153204025	-0.492789355484	3510	0.696296296296
chr2	112000000	114000000	260	0.589444860712	1400610	923	0.000185751673707	0.000169475029489	-0.366974186694	1238	0.000249144715113	0.000217044528343	-0.539911067641	2893	0.746975458002
chr2	114000000	116000000	261	0.600535644702	1531258	819	0.000150759187597	0.000134622712347	-0.4481229119	1170	0.000215370267995	0.000194501239469	-0.40601121353	2663	0.746901990237
chr2	116000000	118000000	262	0.612475455746	1533824	735	0.00013507036315	0.000121358190551	-0.42489884737	1007	0.000185055585976	0.000160150124958	-0.563744014811	2399	0.726135889954
chr2	118000000	120000000	263	0.6256316106	1360639	759	0.000157234237275	0.000142119757122	-0.402370760541	1032	0.000213788844358	0.000186089036107	-0.54275549034	2538	0.705673758865
chr2	120000000	122000000	264	0.638468221711	1381154	725	0.000147959944054	0.000130562063166	-0.492123014728	1053	0.000214899063571	0.000188785685929	-0.509048851391	2518	0.706115965052
chr2	122000000	124000000	265	0.65476265374	1374085	846	0.000173542169226	0.00016728069569	-0.151070936116	1149	0.00023569734331	0.00021142107389	-0.431552760131	2811	0.709711846318
chr2	124000000	126000000	266	0.669765032316	1439226	841	0.00016470821368	0.000154183750959	-0.267539168476	1292	0.000253035686176	0.000229403275021	-0.391403618312	2939	0.725757060225
chr2	126000000	128000000	267	0.685551222597	1386508	609	0.000123806421311	0.000114881566155	-0.301529277112	825	0.000167718058426	0.000149766630686	-0.448125741397	2011	0.713078070612
chr2	128000000	130000000	268	0.704734696902	1425712	659	0.000130287234862	0.000113154911924	-0.550179470104	870	0.000172002874553	0.000151311285722	-0.503730912328	2121	0.720886374352
chr2	130000000	132000000	269	0.723507961465	1407063	572	0.000114585784689	0.000105415546987	-0.334672741121	785	0.000157254966749	0.000128169175981	-0.774280613252	1893	0.716851558373
chr2	132000000	134000000	270	0.742925436281	1845640	668	0.000102018216281	9.35633224932e-05	-0.346768692291	1103	0.000168452234368	0.000148976991578	-0.48437097302	2457	0.720797720798
chr2	134000000	136000000	271	0.762795401828	1314291	931	0.000199667051365	0.000192010669431	-0.160594047076	1292	0.000277088969241	0.000248278749771	-0.435738472692	3267	0.68044077135
chr2	136000000	138000000	272	0.784898667532	1870524	532	8.01671796184e-05	6.6617977805e-05	-0.706582183734	768	0.00011573006381	9.65082793012e-05	-0.695252459637	1744	0.745412844037
chr2	138000000	140000000	273	0.806455210399	1401401	566	0.000113841934101	9.96258668816e-05	-0.522191835762	919	0.000184842292294	0.000167009562874	-0.404031625103	2107	0.704793545325
chr2	140000000	142000000	274	0.831603397069	1555783	730	0.000132258044103	0.000120961261104	-0.357489398181	981	0.000177733070226	0.00015487209233	-0.538754633623	2296	0.745209059233
chr2	142000000	144000000	275	0.855389288301	1469634	821	0.00015746434235	0.000140790514043	-0.443331098628	1229	0.000235717024053	0.000206170200773	-0.525267522904	2767	0.740874593422
chr2	144000000	146000000	276	0.880631291339	1464236	1017	0.000195775404526	0.000180701385353	-0.322529767851	1422	0.000273739061196	0.000250470121224	-0.35629191166	3288	0.741788321168
chr2	146000000	148000000	277	0.908277173284	1547195	824	0.000150117186354	0.000151217627962	0.0306913440758	1183	0.000215520183806	0.000196977858573	-0.360501231904	2769	0.724810400867
chr2	148000000	150000000	278	0.93351348071	1130141	779	0.00019429117925	0.000198279869969	0.0859389045066	1013	0.000252653356328	0.00023640273298	-0.269426382562	2655	0.674952919021
chr3	16000000	18000000	288	1.32751532648	1419086	357	7.09100445075e-05	6.70928515367e-05	-0.224599257438	453	8.997829177e-05	7.89685458772e-05	-0.51118008412	2454	0.330073349633
chr3	18000000	20000000	289	1.26413992649	1678764	732	0.000122905039572	0.000110830286292	-0.411190066682	967	0.000162362258561	0.000138629560671	-0.612226905199	2255	0.753436807095
chr3	20000000	22000000	290	1.18044738214	1412341	688	0.000137308407058	0.000120527773243	-0.511401618512	931	0.000185805417109	0.000163155766877	-0.510523085723	2128	0.760808270677
chr3	22000000	24000000	291	1.09719488632	1502549	795	0.000149137460008	0.000134634369223	-0.407109248035	1102	0.000206728906829	0.000179179724448	-0.5583142668	2543	0.745969327566
chr3	24000000	26000000	292	1.02741238213	1560661	599	0.000108184863645	9.7772337288e-05	-0.402564082087	758	0.000136901713928	0.000110452524519	-0.808690131829	1839	0.73790103317
chr3	32000000	34000000	296	0.748991042772	1219799	291	6.72439123493e-05	5.58202406169e-05	-0.707822551076	449	0.000103754352731	8.047917817e-05	-0.937135390709	1178	0.62818336163
chr3	34000000	36000000	297	0.702826015984	1391734	654	0.000132455430514	0.000115713279451	-0.528835309317	943	0.000190986958677	0.000158772021847	-0.706445820741	2239	0.71326485038
chr3	36000000	38000000	298	0.648998443813	1430547	808	0.000159205287454	0.000144357736108	-0.390439522785	1014	0.000199794754305	0.000176947404697	-0.479013597721	2536	0.718454258675
chr3	38000000	40000000	299	0.602045466098	1514013	790	0.000147077332452	0.000132631135372	-0.411185083946	1076	0.000200323050277	0.0001707104858	-0.619291893576	2649	0.704416761042
chr3	40000000	42000000	300	0.55778827933	1399903	766	0.000154233630941	0.000146299610157	-0.215330741253	1156	0.000232759892124	0.000218962539397	-0.248370085144	2660	0.722556390977
chr3	42000000	44000000	301	0.517213928663	1436735	772	0.000151456838126	0.000134013652666	-0.482101364194	1098	0.00021541400034	0.000195252649785	-0.392115275014	2549	0.733621027854
chr3	44000000	46000000	302	0.479682721717	1480279	963	0.000183371132187	0.000171294166772	-0.275850099415	1385	0.000263726913894	0.000239208106608	-0.389666513238	3256	0.72113022113
chr3	46000000	48000000	303	0.448200469612	1447496	794	0.000154614915541	0.000141958396104	-0.342687717252	1133	0.00022062808477	0.000193306597266	-0.518845978688	2618	0.736058059587
chr3	48000000	50000000	304	0.421610325932	1359447	864	0.000179142949018	0.000168419875682	-0.25064117487	1195	0.000247772944532	0.00022647753868	-0.36013940936	2929	0.70297029703
chr3	50000000	52000000	305	0.396815331179	1454794	869	0.000168370705868	0.000152595306856	-0.392331363553	1087	0.000210608696523	0.000187373245755	-0.462204399144	2654	0.73700075358
chr3	52000000	54000000	306	0.377231295753	1486076	723	0.000137134123252	0.000124782879278	-0.376949363616	1012	0.000191949837803	0.000169467850408	-0.490615412964	2292	0.756980802792
chr3	54000000	56000000	307	0.360852565696	1326022	853	0.000181320354325	0.000165508883754	-0.365127330135	1283	0.000272724518874	0.000242962548291	-0.457331265495	2976	0.717741935484
chr3	56000000	58000000	308	0.349015388289	1433968	799	0.000157056377719	0.000150285963953	-0.180469068933	1152	0.000226444239214	0.000202169966943	-0.449152418275	2686	0.72635889799
chr3	58000000	60000000	309	0.340948667017	1474505	951	0.000181795247111	0.000164783221631	-0.391928905261	1243	0.000237614607949	0.00021669002568	-0.369022725207	3000	0.731333333333
chr3	60000000	62000000	310	0.337170615694	1448912	736	0.000143180561898	0.000127580302723	-0.456025219011	1084	0.000210880066708	0.000184788382775	-0.518350381353	2506	0.72625698324
chr3	62000000	64000000	311	0.337216875028	1429081	900	0.000177514536012	0.00016365320385	-0.32700021376	1334	0.000263115990045	0.00023608841884	-0.430508390715	3044	0.733902759527
chr3	64000000	66000000	312	0.3414618424	1419842	942	0.000187007550372	0.000183704650903	-0.0739708194017	1191	0.000236439482477	0.00020976388848	-0.472748353675	2816	0.757457386364
chr3	66000000	68000000	313	0.349280538448	1528923	824	0.000151911221259	0.000138917876729	-0.35810502897	1179	0.000217358410029	0.000190305959093	-0.521504355689	2672	0.749625748503
chr3	68000000	70000000	314	0.36172830045	1453835	597	0.000115746393681	0.000106534930392	-0.332859725365	912	0.000176818611452	0.000151103080727	-0.609057702851	2019	0.747399702823
chr3	70000000	72000000	315	0.378465990745	1434368	884	0.000173716045568	0.000164279210151	-0.227480547248	1238	0.000243281068341	0.000222588404238	-0.356430158666	3073	0.690530426294
chr3	72000000	74000000	316	0.397370440095	1486186	737	0.000139779209272	0.000129813035373	-0.29842056372	1000	0.000189659714074	0.000164214056369	-0.561980850803	2424	0.716584158416
chr3	74000000	76000000	317	0.422929300876	1936656	894	0.000130116774981	0.000116386183194	-0.441901875051	1304	0.000189790016303	0.000165782233858	-0.530132049782	3022	0.727332892124
chr3	76000000	78000000	318	0.44925359292	1701167	697	0.000115487262238	0.000104395827595	-0.401904037758	959	0.000158898543021	0.000135838639314	-0.607826643459	2262	0.732095490716
chr3	78000000	80000000	319	0.483832708242	1412095	713	0.000142322600978	0.000131741546388	-0.311139007943	1028	0.000205200047413	0.000173918520839	-0.638585992827	2463	0.706861550954
chr3	80000000	82000000	320	0.517959148546	1496614	762	0.000143513721111	0.000128560379068	-0.436144198449	1143	0.000215270581667	0.000188129935131	-0.528247904017	2643	0.72077185017
chr3	82000000	84000000	321	0.559149228746	1420877	714	0.000141641326336	0.000126626761241	-0.44363318178	1073	0.000212858743919	0.00018920116164	-0.465614702787	2471	0.723188992311
chr3	84000000	86000000	322	0.604339729009	1454766	745	0.000144348205008	0.000130243409738	-0.408989480957	1130	0.00021894425726	0.000188918065825	-0.57459172117	2608	0.718941717791
chr3	86000000	88000000	323	0.650903884449	1419995	735	0.000145897812801	0.00012886257383	-0.48869601562	1103	0.000218945969414	0.000187150399529	-0.60841745251	2837	0.647867465633
chr3	88000000	90000000	324	0.702110747819	1326760	697	0.000148077360969	0.000131650352025	-0.464235725464	1034	0.000219672871222	0.000191967452171	-0.528326733776	2471	0.700526102792
chr3	90000000	92000000	325	0.763121531595	1334421	809	0.000170884987544	0.000150429918373	-0.501135216867	1160	0.000245026681768	0.000216506279739	-0.487704516247	2819	0.698474636396
chr3	92000000	94000000	326	0.819311686584	1556371	717	0.000129853686348	0.000120391400386	-0.304964027462	1004	0.000181831382278	0.000156186545834	-0.590769167489	2441	0.705038918476
chr3	94000000	96000000	327	0.886504512207	1593534	754	0.000133370036229	0.000120628939068	-0.399871595327	1010	0.000178652170546	0.000162779543356	-0.372162739374	2480	0.711290322581
chr3	96000000	98000000	328	0.952154231003	1501018	659	0.000123750730631	0.000106061353028	-0.598073798507	848	0.000159242214833	0.00013356198751	-0.675231514801	2023	0.744933267425
chr3	98000000	100000000	329	1.02860649374	1443501	629	0.000122823597514	0.000114349181535	-0.288635073954	915	0.000178670257115	0.000157621169497	-0.493372983938	2115	0.730023640662
chr3	100000000	102000000	330	1.10329650467	1403049	844	0.000169557836096	0.00016105525969	-0.209961371666	1237	0.000248510714752	0.000231263258953	-0.290834316519	2917	0.713404182379
chr3	102000000	104000000	331	1.18180198138	1440809	787	0.00015396307526	0.000148900265132	-0.137657547421	1149	0.000224782177223	0.000202243834431	-0.420113602832	2610	0.741762452107
chr3	104000000	106000000	332	1.26589243727	1490261	761	0.000143936380671	0.000131824312371	-0.352234059776	1109	0.000209757485104	0.000181970950408	-0.55500079559	2475	0.755555555556
chr3	106000000	108000000	333	1.35639209436	1414028	716	0.000142726057803	0.000132588753919	-0.297251578313	1061	0.000211497691801	0.000192592776768	-0.374461233786	2315	0.767602591793
chr3	108000000	110000000	334	1.44821945801	1343303	920	0.000193046574656	0.000195895764709	0.0618100838964	1318	0.000276560201518	0.000256465240021	-0.304516373547	3044	0.735216819974
chr3	110000000	111636321	335	1.5314798993	859546	563	0.000184623733291	0.000180168551648	-0.100907120501	745	0.000244306716344	0.000220306019567	-0.411192498233	2059	0.635259834871
chr4A	0	2000000	336	9.44322787831	1276240	394	8.70186070468e-05	8.77949041098e-05	0.0372423278224	339	7.48713395656e-05	7.02350984966e-05	-0.258274588385	2412	0.303897180763
chr4A	2000000	4000000	337	6.09781275539	1431633	441	8.68270700752e-05	8.31586248563e-05	-0.176483573125	186	3.66209411201e-05	3.52376401082e-05	-0.156724180686	3649	0.171827898054
chr4A	4000000	6000000	338	3.39592386881	1332341	500	0.000105779831072	9.84100838101e-05	-0.291193074621	549	0.000116146254517	0.000107377283965	-0.315677975266	2398	0.437447873228
chr4A	6000000	8000000	339	1.90866516303	1529148	621	0.000114469645149	0.000105084317335	-0.34297366017	913	0.000168294341419	0.000151136794029	-0.426950731688	2323	0.660352991821
chr4A	8000000	10000000	340	0.87422744225	1359860	527	0.000109235719434	9.11858573677e-05	-0.69077696656	766	0.000158775258229	0.000132474937436	-0.69337791138	1843	0.701573521432
chr4A	10000000	12000000	341	0.432850568224	1299661	335	7.26545768165e-05	5.34714335831e-05	-1.10117098663	460	9.97644935391e-05	7.44040176631e-05	-1.06205654678	1131	0.702917771883
chr4A	12000000	14000000	342	0.828742727346	1274993	282	6.23432681853e-05	5.33460101143e-05	-0.601158237807	362	8.00293017131e-05	6.26670107208e-05	-0.905245914567	998	0.645290581162
chr4A	14000000	16000000	343	1.44427931615	1362472	373	7.71666244951e-05	6.79531106153e-05	-0.498289197629	548	0.000113370804888	8.64720812418e-05	-0.992037671944	2010	0.458208955224
chr4	0	2000000	346	2.83211033898	333044	247	0.000209046835012	0.000203102608854	-0.118316827354	288	0.000243746916937	0.000224342097362	-0.331671654205	1706	0.313599062134
chr4	2000000	4000000	347	2.68065725728	877161	699	0.000224618808477	0.000225308214738	0.0128440427439	805	0.000258681174283	0.000244010896637	-0.237424504392	3179	0.473104749921
chr4	4000000	6000000	348	2.42306941293	1124681	763	0.000191224457263	0.000178988764955	-0.267837884441	941	0.00023583514323	0.000212378349716	-0.416565465285	3028	0.562747688243
chr4	6000000	8000000	349	2.24308569277	1085589	602	0.000156307319175	0.000148631417211	-0.20540141332	795	0.000206419134127	0.000179024813646	-0.555581434813	2375	0.588210526316
chr4	10000000	12000000	351	1.79117724211	1281502	636	0.000139889811423	0.000124487967204	-0.460600522909	836	0.00018388031816	0.000158555721087	-0.576637944777	2264	0.650176678445
chr4	12000000	14000000	352	1.62595471801	1587174	783	0.000139054638027	0.000128530331268	-0.316830367239	994	0.000176526577521	0.000156839501496	-0.467141325504	2385	0.745073375262
chr4	14000000	16000000	353	1.45679117545	1566166	887	0.000159637194068	0.000149110361831	-0.27613730444	1260	0.00022676760375	0.00019692743466	-0.551442305801	2968	0.723382749326
chr4	16000000	18000000	354	1.29982650574	1516289	1134	0.000210804233101	0.000198934441431	-0.235917100068	1419	0.000263784132955	0.000237279443778	-0.421151900605	3407	0.749339594952
chr4	18000000	20000000	355	1.16059545318	1509971	951	0.000177525264288	0.000164656351539	-0.303609588487	1366	0.000254994228198	0.000236452780951	-0.304755735887	3080	0.752272727273
chr4	20000000	22000000	356	1.02823628553	1471771	871	0.000166811570479	0.000164459938687	-0.0590316439149	1217	0.000233076557145	0.00021485393412	-0.32761618067	2783	0.750269493352
chr4	22000000	24000000	357	0.916523962608	1444893	900	0.000175571928606	0.000164444884955	-0.265400477202	1216	0.000237217183538	0.000212924162259	-0.429128923155	2987	0.708403080013
chr4	24000000	26000000	358	0.818608892139	1328790	692	0.000146790517222	0.000137786613147	-0.256679817765	891	0.000189003397175	0.000171838170144	-0.380317430994	2368	0.668496621622
chr4	28000000	30000000	360	0.648706381233	1416726	1173	0.000233378264157	0.000220512126662	-0.23099969856	1507	0.000299830387114	0.000280041521976	-0.276661840611	3761	0.712576442436
chr4	30000000	32000000	361	0.590330079276	1352116	838	0.000174694134753	0.000166826234622	-0.188572845417	1254	0.000261415805466	0.000236358574654	-0.401677420431	2978	0.702484889187
chr4	32000000	34000000	362	0.542836390702	1434974	1021	0.000200553371468	0.000186264148707	-0.298456598014	1486	0.000291892566113	0.00026037515589	-0.452608339919	3443	0.728144060412
chr4	34000000	36000000	363	0.509971678036	1609079	991	0.000173597931061	0.000157739793679	-0.382632537684	1371	0.00024016424166	0.000213891562225	-0.458497719134	3299	0.715974537739
chr4	36000000	38000000	364	0.48899872982	1478156	688	0.000131194740564	0.000115503085566	-0.500498975224	936	0.000178485867976	0.000149909396359	-0.67053661381	2244	0.723707664884
chr4	38000000	40000000	365	0.482297839071	1368495	879	0.00018104807748	0.000168198603114	-0.297196116287	1347	0.000277442275728	0.000243413769371	-0.514042465485	3069	0.72531769306
chr4	40000000	42000000	366	0.488803503489	1363684	865	0.000178793044595	0.000168112723753	-0.250131170437	1287	0.000266019246697	0.000232431529515	-0.529130913412	3065	0.702120717781
chr4	42000000	44000000	367	0.509707193234	1354405	656	0.000136522284955	0.00011776388894	-0.574877808382	886	0.000184388329985	0.000152760806406	-0.718277081496	2161	0.713558537714
chr4	44000000	46000000	368	0.541895216431	1377691	793	0.000162244365517	0.000156199566406	-0.155971903254	1135	0.000232216084315	0.000208842950002	-0.421716943913	2734	0.705193855157
chr4	46000000	48000000	369	0.596365032163	1846714	529	8.07428896154e-05	7.36699718641e-05	-0.366209637088	827	0.000126227541988	0.000108052522081	-0.602843087435	1983	0.683812405446
chr4	48000000	50000000	370	0.652488415576	1610189	794	0.000138992672156	0.000128435396812	-0.317976906403	1120	0.000196060192461	0.000170212120571	-0.552362088004	2854	0.670637701472
chr4	50000000	52000000	371	0.726988330023	1915640	545	8.01919663623e-05	6.77662762699e-05	-0.647855024486	742	0.000109178787231	8.90976109125e-05	-0.769843513519	1747	0.736691471093
chr4	52000000	54000000	372	0.810988307604	1449082	743	0.000144525376468	0.000130376552734	-0.409759966298	1096	0.000213189518989	0.000182907087674	-0.595101947006	2475	0.74303030303
chr4	54000000	56000000	373	0.921686266554	1423397	591	0.000117033364961	0.000102116719073	-0.533071435655	1005	0.000199016128234	0.000165715501275	-0.700893141382	2200	0.725454545455
chr4	56000000	58000000	374	1.03447440121	1463024	659	0.00012696447508	0.000110146770266	-0.55421018091	900	0.000173396096468	0.000153075159108	-0.490773843395	2135	0.730210772834
chr4	58000000	60000000	375	1.15860880192	1501559	815	0.000152990147995	0.000142728850131	-0.280805352551	1145	0.000214937079086	0.000191579832063	-0.455317190196	2661	0.736565201052
chr4	60000000	62000000	376	1.30998702185	1573347	732	0.000131139892123	0.000113960874492	-0.548273863386	969	0.000173599119491	0.000152447382287	-0.510329817281	2224	0.764838129496
chr4	62000000	64000000	377	1.46356483298	1742748	853	0.000137963020978	0.000123072418116	-0.451926930572	1160	0.000187616769442	0.000166464264	-0.472394328287	2673	0.753086419753
chr4	64000000	66000000	378	1.63165493881	1538432	1036	0.000189814641041	0.00018838045901	-0.0316512334981	1420	0.000260170646987	0.000247298958666	-0.207368320307	3507	0.700313658397
chr4	66000000	68000000	379	1.76095594814	491069	363	0.000208359047488	0.000197399636518	-0.219477811941	438	0.000251408437465	0.000251395693027	-0.000211740294679	2328	0.344072164948
chr5	4000000	6000000	383	2.32135716208	1396650	897	0.000181031068488	0.000181038462336	0.000171037307729	1246	0.000251465675959	0.00023175380186	-0.328488751957	2931	0.731149778233
chr5	12000000	14000000	387	0.842096055546	1351017	373	7.7820904703e-05	6.66125865493e-05	-0.601076648034	470	9.80585126284e-05	7.81945047791e-05	-0.846431292287	1243	0.678197908286
chr5	14000000	16000000	388	0.589643047503	1521907	451	8.35288850969e-05	7.68046100611e-05	-0.336305423206	650	0.000120385311115	9.84740993061e-05	-0.76148771536	1473	0.747454175153
chr5	16000000	18000000	389	0.347039902847	1478591	573	0.000109233241358	0.000102935835535	-0.241090585382	783	0.000149266366463	0.000134260109438	-0.420851811642	1778	0.762654668166
chr5	18000000	20000000	390	0.147689372584	1441082	786	0.000153738312526	0.000144942261586	-0.239512978001	1079	0.000211047887042	0.000189747776506	-0.422818142714	2572	0.725116640747
chr5	20000000	22000000	391	0.0191320815687	1929375	740	0.000108109368447	0.000101480913167	-0.256623901346	1073	0.000156758584248	0.000141141970573	-0.417352823327	2500	0.7252
chr5	22000000	24000000	392	0.0	1377872	572	0.000117013349543	9.95432774139e-05	-0.624352388532	712	0.00014565298055	0.00012738178109	-0.524982935325	1747	0.734974241557
chr5	24000000	26000000	393	0.0	1290567	639	0.000139562441898	0.000140476811233	0.0274092972221	860	0.000187830516483	0.000168820126511	-0.42379185292	2114	0.70908230842
chr5	26000000	28000000	394	0.0	1351265	697	0.000145391998934	0.000131759577332	-0.392374912839	833	0.000173761169457	0.000149937475742	-0.57404796359	2084	0.734165067179
chr5	28000000	30000000	395	0.0	1355272	589	0.000122500281392	0.000109882778241	-0.430779270648	813	0.000169087824739	0.000139684525553	-0.728026859313	1917	0.731351069379
chr5	30000000	32000000	396	0.0	1393840	679	0.000137310929824	0.000124060905579	-0.403779341258	963	0.000194742894581	0.000174315861973	-0.439329078932	2298	0.71453437772
chr5	32000000	34000000	397	0.0	1457122	830	0.00016055743981	0.00015727830903	-0.085509818241	1228	0.00023754763384	0.000214564990729	-0.405423889648	2943	0.699286442406
chr5	34000000	36000000	398	0.0	1440614	615	0.000120330505791	0.000106358158835	-0.485713679639	905	0.000177071719904	0.000153110884811	-0.56667699695	2135	0.711943793911
chr5	36000000	38000000	399	0.0575776021925	1458500	540	0.00010436036365	9.12112299948e-05	-0.526785229607	754	0.000145717989244	0.000123663461018	-0.633514557903	1809	0.715312327253
chr5	38000000	40000000	400	0.232494090339	1356580	424	8.80985385395e-05	7.7641064876e-05	-0.495734633945	587	0.00012196660878	0.00010402707738	-0.615152944499	1423	0.710470836261
chr5	40000000	42000000	401	0.462803914142	1415586	666	0.000132613039033	0.000121578811289	-0.348145581826	818	0.000162879077971	0.000136952768007	-0.666417274735	1983	0.748361069087
chr5	42000000	44000000	402	0.712176762451	1538610	791	0.000144909277172	0.000132583784612	-0.356073111125	1106	0.000202616511445	0.000179563987865	-0.476670189239	2774	0.683850036049
chr5	44000000	46000000	403	0.971842542867	1356864	483	0.000100336527839	8.47077099144e-05	-0.650925896653	671	0.000139390911345	0.00011853571331	-0.626030770784	1646	0.701093560146
chr5	46000000	48000000	404	1.33696357726	1349316	619	0.000129307952857	0.000118680014248	-0.343811588149	845	0.000176518934029	0.000153933743584	-0.535723281668	2005	0.730174563591
chr5	48000000	50000000	405	1.67669798594	1572962	693	0.000124183318473	0.000105804409636	-0.619323145539	880	0.000157693102823	0.000130655279323	-0.717979339646	2089	0.752991862135
chr5	50000000	52000000	406	2.0647164459	1416368	644	0.000128161628908	0.000113975731552	-0.463079079418	893	0.000177714805302	0.000160960249997	-0.394800760404	2000	0.7685
chr5	52000000	54000000	407	2.53116866935	1436985	728	0.000142799735144	0.000129232568995	-0.397638690142	1119	0.000219495746739	0.000198405176921	-0.402574792181	2476	0.745961227787
chr5	54000000	56000000	408	3.00952113381	1459014	835	0.000161315193597	0.000159015104144	-0.0596985808276	1164	0.000224875311792	0.000205116894733	-0.368152462377	2650	0.754339622642
chr5	56000000	58000000	409	3.51641706848	1380365	880	0.000179695412737	0.000174488555373	-0.121336540245	1174	0.000239730016537	0.000222134229562	-0.307546368619	2854	0.719691660827
chr5	58000000	60000000	410	4.04270256755	1217569	801	0.0001854330712	0.00017662027238	-0.198963212991	983	0.000227566428202	0.000211953836746	-0.287364580758	2738	0.651570489408
chr5	60000000	61875929	411	4.48541741217	425854	310	0.000205186706393	0.000198251785329	-0.140884361366	394	0.0002607856849	0.000257192173349	-0.0575249565601	1460	0.482191780822
chr6	0	2000000	412	5.65667318293	994363	606	0.000171781316042	0.000158398153549	-0.325871646593	727	0.000206080885747	0.000201652504642	-0.0899357520421	3200	0.4165625
chr6	2000000	4000000	413	4.41841382022	457879	331	0.000203763093552	0.000183994829248	-0.404582299585	381	0.00023454301705	0.000216662618635	-0.318195230215	2313	0.307825335063
chr6	4000000	6000000	414	2.68067131718	1301193	488	0.00010571250427	8.4857349735e-05	-0.824463957651	696	0.000150770292975	0.000110085210467	-1.12923983813	1711	0.691992986558
chr6	6000000	8000000	415	1.73431871922	1439097	331	6.48315169253e-05	5.71374381223e-05	-0.494919210825	434	8.50056747601e-05	7.16531196116e-05	-0.65608358647	1059	0.722379603399
chr6	8000000	10000000	416	0.711995331012	1464641	326	6.2738577886e-05	4.84616690154e-05	-0.948898115817	444	8.54476336852e-05	6.29110514202e-05	-1.10174209297	1040	0.740384615385
chr6	10000000	12000000	417	0.158616042273	1412909	394	7.86014011216e-05	6.31247119837e-05	-0.82199424018	495	9.87504912569e-05	8.19697443174e-05	-0.710205708051	1214	0.732289950577
chr6	12000000	14000000	418	0.0	1327101	589	0.000125100652748	0.000117347194334	-0.259211548915	800	0.000169915996941	0.000161253740296	-0.213423094695	2033	0.683226758485
chr6	14000000	16000000	419	0.0	1348204	599	0.000125233197261	0.000112523967558	-0.424468212303	833	0.000174155681667	0.000146975258625	-0.653447015703	1994	0.71815446339
chr6	20000000	22000000	422	0.567318852244	1439128	471	9.22507151327e-05	8.12370590495e-05	-0.498857137567	634	0.000124176121856	0.000104763732658	-0.65399430141	1432	0.771648044693
chr6	22000000	24000000	423	1.26501145296	1753571	767	0.000123287846495	0.000110868501745	-0.4216691434	1015	0.000163151452663	0.000152332763138	-0.277767055669	2450	0.727346938776
chr6	24000000	26000000	424	2.28819364311	1527391	800	0.000147634554254	0.000129312354411	-0.519558234904	1143	0.00021093286939	0.000181465270551	-0.585332671924	2680	0.725
chr6	26000000	28000000	425	3.4796953851	1472816	889	0.000170138078965	0.000162452850794	-0.18915556535	1207	0.000230997369303	0.000216213094686	-0.268188120006	2877	0.728536670143
chr6	28000000	30000000	426	4.92505233774	1349457	886	0.000185064419298	0.000176839159829	-0.186117379929	1314	0.000274463484151	0.000252698132032	-0.33234723818	3193	0.689007203257
chr6	30000000	32000000	427	6.64031325985	1326252	828	0.000175975635541	0.00017398058986	-0.0474662813265	1024	0.000217631703857	0.000197116623228	-0.394872007522	2775	0.667387387387
chr7	0	2000000	429	4.45420952135	525296	322	0.000172782612101	0.00016540047997	-0.178141799443	395	0.000211953825404	0.000193174294513	-0.369888279097	2027	0.35372471633
chr7	34000000	36000000	446	5.48400102999	1384917	734	0.000149389671061	0.000141703342815	-0.215345569192	932	0.000189688247178	0.000169620653307	-0.443065807629	2809	0.593093627625
chr7	36000000	37653027	447	6.57882635104	654009	301	0.000129727195127	0.000122765089906	-0.223660330904	382	0.000164637171225	0.000151430396379	-0.334822292652	1595	0.428213166144
