chr	start	stop	window	rec_rate	callable	n_ins	theta_ins	pi_ins	tajd_ins	n_del	theta_del	pi_del	tajd_del	n_indel	pol_success
chr1	102000000	104000000	162	NA	0	0	NA	NA	NA	0	NA	NA	NA	3424	NA
chr1	104000000	106000000	163	NA	0	0	NA	NA	NA	0	NA	NA	NA	3894	NA
chr1	106000000	108000000	164	NA	0	0	NA	NA	NA	0	NA	NA	NA	3778	NA
chr1	108000000	110000000	165	NA	5	0	NA	NA	NA	0	NA	NA	NA	2655	NA
chr1	110000000	112000000	166	2.67002330298	751	1	NA	NA	NA	0	NA	NA	NA	3321	NA
chr1	112000000	114000000	167	2.83146909057	1879	18	0.00270018787268	0.0026918013501	-0.0116850121011	6	0.000900062624228	0.00094115010784	0.145478293589	1790	0.0134078212291
chr1	114000000	114059860	168	NA	0	0	NA	NA	NA	0	NA	NA	NA	14	NA
chr20	0	2000000	169	3.97282184551	964014	393	0.000114909905298	0.000104147865072	-0.390977737432	587	0.000171633878905	0.000147126057243	-0.597192926396	1816	0.539647577093
chr20	2000000	4000000	170	3.11386021614	1285220	784	0.000171943928407	0.00017215565797	0.0051548376289	1110	0.000243441021087	0.000239520737388	-0.0674685218383	2860	0.662237762238
chr20	4000000	6000000	171	2.68266512858	1423485	774	0.00015326264734	0.000149732596594	-0.096416033705	1212	0.000239992672579	0.00022836467136	-0.20302844933	2694	0.73719376392
chr20	6000000	8000000	172	2.68836453658	1190106	575	0.000136185370712	0.000126264736967	-0.304640837423	740	0.000175264651004	0.000153223857017	-0.526357730487	1845	0.712737127371
chr20	8000000	10000000	173	3.15983517741	1318644	755	0.000161386664577	0.00015118401535	-0.264617754315	994	0.000212474628596	0.000193109061478	-0.381768694239	2489	0.702691844114
chr20	10000000	12000000	174	4.08248947581	1480304	811	0.000154425209407	0.000138229074995	-0.43909041788	1038	0.000197649034975	0.000172862786079	-0.525332117233	2556	0.723395931142
chr20	12000000	14000000	175	5.4768561552	1133480	701	0.000174322085865	0.00015868689439	-0.375342129988	906	0.000225300727238	0.000205770584488	-0.36301688502	2796	0.574749642346
chr20	14000000	14661763	176	6.6309353395	333007	85	7.19471873107e-05	5.92527452797e-05	-0.722190424227	101	8.5490187275e-05	7.6085013544e-05	-0.452070674698	365	0.509589041096
chr21	0	2000000	177	7.03777905839	0	100	NA	NA	NA	18	NA	NA	NA	2280	NA
chr21	2000000	4000000	178	6.83715476874	972578	571	0.000165485491497	0.000159878937054	-0.141678418392	833	0.000241417538384	0.00022509898002	-0.28301195815	2661	0.527621195039
chr21	4000000	6000000	179	6.89045865048	1063641	324	8.58614459483e-05	6.3317762686e-05	-1.09478502414	462	0.000122432061815	9.10130985529e-05	-1.07219026673	1403	0.56022808268
chr21	6000000	7693166	180	7.21080409661	754216	0	NA	NA	NA	2	NA	NA	NA	1607	NA
chr22	0	2000000	181	18.9351190513	817340	435	0.000150015025744	0.00014440939994	-0.156076341835	526	0.000181397479406	0.000159284353738	-0.509617218108	2150	0.446976744186
chr22	2000000	4000000	182	8.15496843047	445849	265	0.000167535302608	0.000153674875291	-0.344448285914	305	0.000192823650172	0.000164547095305	-0.611204779307	2027	0.281203749383
chr22	4000000	4276343	183	0.0	127334	33	7.3049595474e-05	6.79109147679e-05	-0.277349878487	47	0.000104040332948	7.82442858525e-05	-0.99519845427	161	0.496894409938
chr23	0	2000000	184	10.5062395012	444222	400	0.000253809682385	0.000232588779105	-0.349070180542	391	0.000248098964531	0.000223299919504	-0.417265579866	2268	0.348765432099
chr23	2000000	4000000	185	4.90866559934	813930	102	3.53233083996e-05	2.91761802871e-05	-0.715246568714	17	5.88721806661e-06	4.24839327318e-06	-1.04127114809	1250	0.0952
chr23	4000000	6000000	186	4.19262009942	727312	14	5.42569703991e-06	5.70232365347e-06	0.186637393823	1	3.87549788565e-07	1.37492575401e-07	-1.16439105425	2073	0.00723589001447
chr23	6000000	6655392	187	NA	287514	0	NA	NA	NA	0	NA	NA	NA	569	NA
chr24	0	2000000	188	2.64146478133	1050760	331	8.87917712062e-05	7.83543139702e-05	-0.490214163365	293	7.8598153968e-05	6.80259501393e-05	-0.560463029976	1893	0.329635499208
chr24	2000000	4000000	189	5.72935760575	1198185	623	0.000146558977257	0.000138301285958	-0.235696315266	870	0.000204665024419	0.000193195717294	-0.23465727277	2522	0.591990483743
chr24	4000000	6000000	190	10.6757109175	1326582	582	0.000123662249359	0.000116464719105	-0.243413916366	785	0.000166795301971	0.00015486574163	-0.299407382869	2613	0.523153463452
chr24	6000000	6808513	191	NA	509369	0	NA	NA	NA	0	NA	NA	NA	1033	NA
chr25LG1	0	1092960	192	NA	0	0	NA	NA	NA	0	NA	NA	NA	920	NA
chr25LG2	0	809223	193	NA	0	0	NA	NA	NA	0	NA	NA	NA	619	NA
chr26	0	2000000	194	7.87279377446	929732	79	2.39506646365e-05	1.93264521955e-05	-0.788787420367	93	2.81950862177e-05	2.58138904545e-05	-0.346415371466	1870	0.0919786096257
chr26	2000000	4000000	195	9.19652147554	870218	409	0.000132477920745	0.000111635668788	-0.656916751816	527	0.000170698934554	0.000138120260489	-0.797868332383	1918	0.488008342023
chr26	4000000	6000000	196	13.7887258906	86	114	0.373641113344	0.361077111383	-0.138505772633	19	0.0622735188906	0.0569155446756	-0.325386670083	2774	0.0479452054795
chr26	6000000	6596997	197	15.2593587048	0	39	NA	NA	NA	5	NA	NA	NA	445	NA
chr27	0	2000000	198	16.8067126761	525120	384	0.000206120374275	0.000194271384586	-0.239948919355	437	0.000234569280099	0.000214928317137	-0.349743259756	1905	0.430971128609
chr27	2000000	4000000	199	0.0	364458	113	8.73935162234e-05	9.09353211156e-05	0.16690462772	118	9.12604859678e-05	8.75561143281e-05	-0.167301836642	2440	0.0946721311475
chr27	4000000	4327975	200	NA	162109	0	NA	NA	NA	0	NA	NA	NA	248	NA
chr28	0	2000000	201	5.93545437164	789226	328	0.000117144180092	0.000105112977445	-0.428278300124	326	0.000116429886311	0.000108080575146	-0.299024133411	1993	0.328148519819
chr28	2000000	4000000	202	12.7127426499	668752	377	0.000158900225579	0.000152310415127	-0.173085633234	475	0.000200205854509	0.000179753520462	-0.426871827676	2277	0.37417654809
chr28	4000000	5101010	203	NA	475477	0	NA	NA	NA	0	NA	NA	NA	952	NA
chr2	0	2000000	204	1.49737785463	517221	377	0.000205453459269	0.000195426998069	-0.203679270914	455	0.000247961071531	0.000237819545529	-0.170869041407	2254	0.369121561668
chr2	2000000	4000000	205	1.46142208597	1217220	909	0.000210495618824	0.000212152973255	0.0329731020696	1231	0.000285060623512	0.000268597381955	-0.242013774817	3227	0.663154632786
chr2	4000000	6000000	206	1.42132410798	1391574	744	0.000150700567267	0.000143234245992	-0.207370420245	1165	0.00023597602267	0.000217035567373	-0.336310619631	2629	0.726131608977
chr2	6000000	8000000	207	1.38052234198	1579541	858	0.000153110382663	0.000147194659714	-0.161781304031	1205	0.00021503264698	0.000196236221722	-0.366282439227	2819	0.731819794253
chr2	8000000	10000000	208	1.34082338974	1648938	710	0.00012136746463	0.000111369927349	-0.344734295297	1074	0.000183589657765	0.000160881858824	-0.518173832164	2415	0.738716356108
chr2	10000000	12000000	209	1.30096081169	1663261	762	0.000129134660289	0.00012322653795	-0.191510201364	1147	0.000194379862666	0.000172103254738	-0.480178797282	2646	0.721466364324
chr2	12000000	14000000	210	1.26480136491	1502478	656	0.000123067669114	0.000106728946938	-0.555466031133	938	0.00017597175858	0.000148375935586	-0.656780539456	2261	0.704997788589
chr2	14000000	16000000	211	1.22702012361	1395469	487	9.83687211659e-05	8.90589094909e-05	-0.395516403116	751	0.000151693859539	0.000126914509142	-0.683736661776	1713	0.72270869819
chr2	16000000	18000000	212	1.19091933561	1437003	562	0.000110236876223	9.48758228795e-05	-0.582686587874	788	0.000154567007943	0.000126652484372	-0.756031551762	1838	0.734494015234
chr2	18000000	20000000	213	1.15456730375	1386486	740	0.000150440403111	0.000134042008662	-0.456231159402	1070	0.000217528690984	0.000192106253925	-0.489605133939	2548	0.710361067504
chr2	20000000	22000000	214	1.119396134	1378364	719	0.000147032460873	0.000131261637557	-0.448902126283	1001	0.000204700268893	0.000174379115195	-0.620456287153	2334	0.736932305056
chr2	22000000	24000000	215	1.08754243622	1400727	747	0.000150319512675	0.000135422158411	-0.41481451814	1039	0.000209078947348	0.000182093411418	-0.540678962762	2452	0.728384991843
chr2	24000000	26000000	216	1.05453846353	1759978	664	0.000106343046475	9.89127196626e-05	-0.292347703759	984	0.000157592707427	0.000136329455314	-0.56514643615	2279	0.723124177271
chr2	26000000	28000000	217	1.02498207231	1598387	947	0.000166999933304	0.000156980624513	-0.251276007918	1348	0.000237714794186	0.000210175699166	-0.48553744523	3166	0.724889450411
chr2	28000000	30000000	218	0.994139973397	1525525	828	0.000152988668549	0.000141945956483	-0.302204822402	1113	0.000205647811708	0.000184609439891	-0.428615438614	2604	0.745391705069
chr2	30000000	32000000	219	0.965366701147	1432817	838	0.000164854782366	0.000150950338059	-0.353143100956	1153	0.000226822868817	0.00019920272626	-0.510209563934	2703	0.736588975213
chr2	32000000	34000000	220	0.936444157891	1527389	730	0.000134716707158	0.000119915682735	-0.459833695839	987	0.000182144369815	0.000156052342644	-0.600015456159	2281	0.752740026304
chr2	34000000	36000000	221	0.910227464951	1263298	538	0.000120039651103	0.000108146338102	-0.414231972159	793	0.000176935768262	0.000157382543653	-0.462633284997	2368	0.562077702703
chr2	36000000	38000000	222	0.883082714947	1550350	997	0.000181264877599	0.000168250632709	-0.300735966771	1385	0.000251807277306	0.000225222487961	-0.442499866683	3215	0.740902021773
chr2	38000000	40000000	223	0.857135041281	1531328	929	0.000170999857236	0.000157359116435	-0.334081372761	1167	0.000214808216786	0.000184786290757	-0.585608144449	2758	0.759970993474
chr2	40000000	42000000	224	0.83324882939	1514928	796	0.000148104867696	0.000135632640106	-0.352544013845	1088	0.000202434794037	0.000177795491549	-0.509921505687	2523	0.746730083234
chr2	42000000	44000000	225	0.808375134921	1380345	837	0.00017091731784	0.000158370018479	-0.307369996355	1211	0.000247288974796	0.00022362830345	-0.400932691818	2844	0.720112517581
chr2	44000000	46000000	226	0.786363137055	1409871	822	0.000164339021738	0.000151589083421	-0.324820846442	1039	0.00020772292407	0.000190204038451	-0.353297674675	2543	0.731812819505
chr2	46000000	48000000	227	0.767620390328	1017084	626	0.000173486533069	0.000156282697967	-0.414833093556	888	0.000246095912724	0.000208966852399	-0.631789250475	2969	0.509936005389
chr2	48000000	50000000	228	NA	0	0	NA	NA	NA	0	NA	NA	NA	3415	NA
chr2	50000000	52000000	229	NA	185	0	NA	NA	NA	0	NA	NA	NA	2859	NA
chr2	52000000	54000000	230	0.697259787095	843	0	NA	NA	NA	2	NA	NA	NA	2451	NA
chr2	54000000	56000000	231	0.683258532912	370060	0	NA	NA	NA	2	NA	NA	NA	2821	NA
chr2	56000000	58000000	232	NA	1587642	0	NA	NA	NA	0	NA	NA	NA	2835	NA
chr2	58000000	60000000	233	NA	1900692	0	NA	NA	NA	0	NA	NA	NA	2973	NA
chr2	60000000	62000000	234	NA	1566690	0	NA	NA	NA	0	NA	NA	NA	2390	NA
chr2	62000000	64000000	235	NA	1675640	0	NA	NA	NA	0	NA	NA	NA	2410	NA
chr2	64000000	66000000	236	NA	1606955	0	NA	NA	NA	0	NA	NA	NA	2488	NA
chr2	66000000	68000000	237	NA	1538664	0	NA	NA	NA	0	NA	NA	NA	2594	NA
chr2	68000000	70000000	238	NA	1477328	0	NA	NA	NA	0	NA	NA	NA	2326	NA
chr2	70000000	72000000	239	NA	1396344	0	NA	NA	NA	0	NA	NA	NA	2663	NA
chr2	72000000	74000000	240	NA	1519229	0	NA	NA	NA	0	NA	NA	NA	2729	NA
chr2	74000000	76000000	241	0.563377657227	671542	377	0.000158240055955	0.000141214665572	-0.449048513658	447	0.000187621498706	0.000163715903492	-0.532259260277	1757	0.468981217985
chr2	76000000	78000000	242	0.555085428456	1170379	434	0.000104522903718	9.17066855671e-05	-0.512142876689	633	0.00015244930427	0.000118710983455	-0.925824593162	1834	0.581788440567
chr2	78000000	80000000	243	0.549560472706	1230968	270	6.18251613296e-05	5.76012237182e-05	-0.284493162338	337	7.71669606225e-05	6.76019112387e-05	-0.516976187834	912	0.665570175439
chr2	80000000	82000000	244	0.543860769892	850015	90	2.98444910547e-05	1.83835765127e-05	-1.57399387169	136	4.50983420382e-05	3.34483261441e-05	-1.06726694231	389	0.580976863753
chr2	82000000	84000000	245	0.538842980678	1455287	393	7.6118839408e-05	6.67186175937e-05	-0.515538173459	492	9.52938142207e-05	7.80710536641e-05	-0.755333059494	1405	0.629893238434
chr2	84000000	86000000	246	0.536008091335	1428748	636	0.000125472842739	0.000114358496869	-0.37057144841	846	0.000166902554964	0.000146160355633	-0.520356772358	2154	0.688022284123
chr2	86000000	88000000	247	0.53353854238	1690565	662	0.000110375929364	0.000101688208567	-0.329327517944	929	0.000154893109334	0.000132294606584	-0.611023088429	2238	0.7109025916
chr2	88000000	90000000	248	0.532093524985	1551200	807	0.000146640521364	0.000131979316522	-0.418572439432	1110	0.000201698858381	0.000181855812817	-0.412175666687	2563	0.747951619196
chr2	90000000	92000000	249	0.531592254924	1410133	668	0.000133525632473	0.000124195078725	-0.292383072475	973	0.00019449167724	0.000164437643377	-0.647229368134	2200	0.745909090909
chr2	92000000	94000000	250	0.53203950787	1609991	802	0.000140410367934	0.000127519509834	-0.384352981331	969	0.000169647938314	0.000149428752936	-0.499191851716	2429	0.729106628242
chr2	94000000	96000000	251	0.533450353533	1426194	1001	0.000197835274467	0.000181166760881	-0.352920612654	1378	0.000272344663551	0.000243138842187	-0.449464349796	3261	0.729530818767
chr2	96000000	98000000	252	0.536231762004	955917	610	0.000179869657314	0.000168523770204	-0.263848476665	881	0.000259778964088	0.000237462809891	-0.359724087436	3263	0.45694146491
chr2	98000000	100000000	253	0.539136988594	1456578	788	0.000152489776802	0.000135685725107	-0.461317341649	1089	0.000210737775301	0.000181665881481	-0.577952061781	2527	0.742777997626
chr2	100000000	102000000	254	0.543576103671	1603558	887	0.000155914750626	0.000146339052217	-0.257184457878	1147	0.000201616932321	0.000180598394321	-0.436798050037	2704	0.752218934911
chr2	102000000	104000000	255	0.548650119419	1413344	851	0.000169718794334	0.000158582467501	-0.274743888924	1206	0.000240518056365	0.000217610075634	-0.399103022467	2809	0.732289070844
chr2	104000000	106000000	256	0.554929073063	1468844	739	0.000141813319274	0.000130252806038	-0.341197982585	970	0.000186141975231	0.000162093097486	-0.541132889659	2231	0.766024204393
chr2	106000000	108000000	257	0.56225150559	1466108	904	0.000173800381067	0.000158525694883	-0.368046969547	1300	0.000249934176314	0.000228944862682	-0.351945741947	2980	0.739597315436
chr2	108000000	110000000	258	0.570285370888	1458147	916	0.000177068954247	0.000160308001579	-0.39641653935	1139	0.000220176352497	0.000193937561634	-0.499312560488	2710	0.758302583026
chr2	110000000	112000000	259	0.579306275983	1431586	1033	0.000203390721208	0.000188352013266	-0.309736784868	1411	0.000277816367497	0.000245153204025	-0.492789355484	3510	0.696296296296
chr2	112000000	114000000	260	0.589444860712	1400610	923	0.000185751673707	0.000169475029489	-0.366974186694	1238	0.000249144715113	0.000217044528343	-0.539911067641	2893	0.746975458002
chr2	114000000	116000000	261	0.600535644702	1531258	819	0.000150759187597	0.000134622712347	-0.4481229119	1170	0.000215370267995	0.000194501239469	-0.40601121353	2663	0.746901990237
chr2	116000000	118000000	262	0.612475455746	1533824	735	0.00013507036315	0.000121358190551	-0.42489884737	1007	0.000185055585976	0.000160150124958	-0.563744014811	2399	0.726135889954
chr2	118000000	120000000	263	0.6256316106	1360639	759	0.000157234237275	0.000142119757122	-0.402370760541	1032	0.000213788844358	0.000186089036107	-0.54275549034	2538	0.705673758865
chr2	120000000	122000000	264	0.638468221711	1381154	725	0.000147959944054	0.000130562063166	-0.492123014728	1053	0.000214899063571	0.000188785685929	-0.509048851391	2518	0.706115965052
chr2	122000000	124000000	265	0.65476265374	1374085	846	0.000173542169226	0.00016728069569	-0.151070936116	1149	0.00023569734331	0.00021142107389	-0.431552760131	2811	0.709711846318
chr2	124000000	126000000	266	0.669765032316	1439226	841	0.00016470821368	0.000154183750959	-0.267539168476	1292	0.000253035686176	0.000229403275021	-0.391403618312	2939	0.725757060225
chr2	126000000	128000000	267	0.685551222597	1386508	609	0.000123806421311	0.000114881566155	-0.301529277112	825	0.000167718058426	0.000149766630686	-0.448125741397	2011	0.713078070612
chr2	128000000	130000000	268	0.704734696902	1425712	659	0.000130287234862	0.000113154911924	-0.550179470104	870	0.000172002874553	0.000151311285722	-0.503730912328	2121	0.720886374352
chr2	130000000	132000000	269	0.723507961465	1407063	572	0.000114585784689	0.000105415546987	-0.334672741121	785	0.000157254966749	0.000128169175981	-0.774280613252	1893	0.716851558373
chr2	132000000	134000000	270	0.742925436281	1845640	668	0.000102018216281	9.35633224932e-05	-0.346768692291	1103	0.000168452234368	0.000148976991578	-0.48437097302	2457	0.720797720798
chr2	134000000	136000000	271	0.762795401828	1314291	931	0.000199667051365	0.000192010669431	-0.160594047076	1292	0.000277088969241	0.000248278749771	-0.435738472692	3267	0.68044077135
chr2	136000000	138000000	272	0.784898667532	1870524	532	8.01671796184e-05	6.6617977805e-05	-0.706582183734	768	0.00011573006381	9.65082793012e-05	-0.695252459637	1744	0.745412844037
chr2	138000000	140000000	273	0.806455210399	1401401	566	0.000113841934101	9.96258668816e-05	-0.522191835762	919	0.000184842292294	0.000167009562874	-0.404031625103	2107	0.704793545325
chr2	140000000	142000000	274	0.831603397069	1555783	730	0.000132258044103	0.000120961261104	-0.357489398181	981	0.000177733070226	0.00015487209233	-0.538754633623	2296	0.745209059233
chr2	142000000	144000000	275	0.855389288301	1469634	821	0.00015746434235	0.000140790514043	-0.443331098628	1229	0.000235717024053	0.000206170200773	-0.525267522904	2767	0.740874593422
chr2	144000000	146000000	276	0.880631291339	1464236	1017	0.000195775404526	0.000180701385353	-0.322529767851	1422	0.000273739061196	0.000250470121224	-0.35629191166	3288	0.741788321168
chr2	146000000	148000000	277	0.908277173284	1547195	824	0.000150117186354	0.000151217627962	0.0306913440758	1183	0.000215520183806	0.000196977858573	-0.360501231904	2769	0.724810400867
chr2	148000000	150000000	278	0.93351348071	1130141	779	0.00019429117925	0.000198279869969	0.0859389045066	1013	0.000252653356328	0.00023640273298	-0.269426382562	2655	0.674952919021
chr2	150000000	150265477	279	NA	71	0	NA	NA	NA	0	NA	NA	NA	267	NA
chr3	0	2000000	280	2.25735075485	831883	1	3.38833239555e-07	4.04915240801e-07	0.351952582697	2	6.7766647911e-07	5.25124452914e-07	-0.527780555995	2019	0.00148588410104
chr3	2000000	4000000	281	NA	1563528	0	NA	NA	NA	0	NA	NA	NA	2232	NA
chr3	4000000	6000000	282	NA	967786	0	NA	NA	NA	0	NA	NA	NA	2746	NA
chr3	6000000	8000000	283	NA	0	0	NA	NA	NA	0	NA	NA	NA	3487	NA
chr3	8000000	10000000	284	NA	0	0	NA	NA	NA	0	NA	NA	NA	2870	NA
chr3	10000000	12000000	285	NA	80916	0	NA	NA	NA	0	NA	NA	NA	2410	NA
chr3	12000000	14000000	286	NA	1352102	0	NA	NA	NA	0	NA	NA	NA	3338	NA
chr3	14000000	16000000	287	NA	1451884	0	NA	NA	NA	0	NA	NA	NA	2629	NA
chr3	16000000	18000000	288	1.32751532648	1419086	357	7.09100445075e-05	6.70928515367e-05	-0.224599257438	453	8.997829177e-05	7.89685458772e-05	-0.51118008412	2454	0.330073349633
chr3	18000000	20000000	289	1.26413992649	1678764	732	0.000122905039572	0.000110830286292	-0.411190066682	967	0.000162362258561	0.000138629560671	-0.612226905199	2255	0.753436807095
chr3	20000000	22000000	290	1.18044738214	1412341	688	0.000137308407058	0.000120527773243	-0.511401618512	931	0.000185805417109	0.000163155766877	-0.510523085723	2128	0.760808270677
chr3	22000000	24000000	291	1.09719488632	1502549	795	0.000149137460008	0.000134634369223	-0.407109248035	1102	0.000206728906829	0.000179179724448	-0.5583142668	2543	0.745969327566
chr3	24000000	26000000	292	1.02741238213	1560661	599	0.000108184863645	9.7772337288e-05	-0.402564082087	758	0.000136901713928	0.000110452524519	-0.808690131829	1839	0.73790103317
chr3	26000000	28000000	293	0.975710540404	480962	137	8.02893717579e-05	6.866720404e-05	-0.598116794413	177	0.000103731524096	8.20723554263e-05	-0.865813174759	1279	0.245504300235
chr3	28000000	30000000	294	0.858590097077	270000	22	2.29671535558e-05	1.43664717349e-05	-1.4347647341	34	3.54946918589e-05	2.12475633528e-05	-1.58530373254	477	0.117400419287
chr3	30000000	32000000	295	0.831313308033	555007	61	3.09798729044e-05	2.06540780472e-05	-1.35120436136	70	3.55506738247e-05	2.13747896779e-05	-1.62356825896	1040	0.125961538462
chr3	32000000	34000000	296	0.748991042772	1219799	291	6.72439123493e-05	5.58202406169e-05	-0.707822551076	449	0.000103754352731	8.047917817e-05	-0.937135390709	1178	0.62818336163
chr3	34000000	36000000	297	0.702826015984	1391734	654	0.000132455430514	0.000115713279451	-0.528835309317	943	0.000190986958677	0.000158772021847	-0.706445820741	2239	0.71326485038
chr3	36000000	38000000	298	0.648998443813	1430547	808	0.000159205287454	0.000144357736108	-0.390439522785	1014	0.000199794754305	0.000176947404697	-0.479013597721	2536	0.718454258675
chr3	38000000	40000000	299	0.602045466098	1514013	790	0.000147077332452	0.000132631135372	-0.411185083946	1076	0.000200323050277	0.0001707104858	-0.619291893576	2649	0.704416761042
chr3	40000000	42000000	300	0.55778827933	1399903	766	0.000154233630941	0.000146299610157	-0.215330741253	1156	0.000232759892124	0.000218962539397	-0.248370085144	2660	0.722556390977
chr3	42000000	44000000	301	0.517213928663	1436735	772	0.000151456838126	0.000134013652666	-0.482101364194	1098	0.00021541400034	0.000195252649785	-0.392115275014	2549	0.733621027854
chr3	44000000	46000000	302	0.479682721717	1480279	963	0.000183371132187	0.000171294166772	-0.275850099415	1385	0.000263726913894	0.000239208106608	-0.389666513238	3256	0.72113022113
chr3	46000000	48000000	303	0.448200469612	1447496	794	0.000154614915541	0.000141958396104	-0.342687717252	1133	0.00022062808477	0.000193306597266	-0.518845978688	2618	0.736058059587
chr3	48000000	50000000	304	0.421610325932	1359447	864	0.000179142949018	0.000168419875682	-0.25064117487	1195	0.000247772944532	0.00022647753868	-0.36013940936	2929	0.70297029703
chr3	50000000	52000000	305	0.396815331179	1454794	869	0.000168370705868	0.000152595306856	-0.392331363553	1087	0.000210608696523	0.000187373245755	-0.462204399144	2654	0.73700075358
chr3	52000000	54000000	306	0.377231295753	1486076	723	0.000137134123252	0.000124782879278	-0.376949363616	1012	0.000191949837803	0.000169467850408	-0.490615412964	2292	0.756980802792
chr3	54000000	56000000	307	0.360852565696	1326022	853	0.000181320354325	0.000165508883754	-0.365127330135	1283	0.000272724518874	0.000242962548291	-0.457331265495	2976	0.717741935484
chr3	56000000	58000000	308	0.349015388289	1433968	799	0.000157056377719	0.000150285963953	-0.180469068933	1152	0.000226444239214	0.000202169966943	-0.449152418275	2686	0.72635889799
chr3	58000000	60000000	309	0.340948667017	1474505	951	0.000181795247111	0.000164783221631	-0.391928905261	1243	0.000237614607949	0.00021669002568	-0.369022725207	3000	0.731333333333
chr3	60000000	62000000	310	0.337170615694	1448912	736	0.000143180561898	0.000127580302723	-0.456025219011	1084	0.000210880066708	0.000184788382775	-0.518350381353	2506	0.72625698324
chr3	62000000	64000000	311	0.337216875028	1429081	900	0.000177514536012	0.00016365320385	-0.32700021376	1334	0.000263115990045	0.00023608841884	-0.430508390715	3044	0.733902759527
chr3	64000000	66000000	312	0.3414618424	1419842	942	0.000187007550372	0.000183704650903	-0.0739708194017	1191	0.000236439482477	0.00020976388848	-0.472748353675	2816	0.757457386364
chr3	66000000	68000000	313	0.349280538448	1528923	824	0.000151911221259	0.000138917876729	-0.35810502897	1179	0.000217358410029	0.000190305959093	-0.521504355689	2672	0.749625748503
chr3	68000000	70000000	314	0.36172830045	1453835	597	0.000115746393681	0.000106534930392	-0.332859725365	912	0.000176818611452	0.000151103080727	-0.609057702851	2019	0.747399702823
chr3	70000000	72000000	315	0.378465990745	1434368	884	0.000173716045568	0.000164279210151	-0.227480547248	1238	0.000243281068341	0.000222588404238	-0.356430158666	3073	0.690530426294
chr3	72000000	74000000	316	0.397370440095	1486186	737	0.000139779209272	0.000129813035373	-0.29842056372	1000	0.000189659714074	0.000164214056369	-0.561980850803	2424	0.716584158416
chr3	74000000	76000000	317	0.422929300876	1936656	894	0.000130116774981	0.000116386183194	-0.441901875051	1304	0.000189790016303	0.000165782233858	-0.530132049782	3022	0.727332892124
chr3	76000000	78000000	318	0.44925359292	1701167	697	0.000115487262238	0.000104395827595	-0.401904037758	959	0.000158898543021	0.000135838639314	-0.607826643459	2262	0.732095490716
chr3	78000000	80000000	319	0.483832708242	1412095	713	0.000142322600978	0.000131741546388	-0.311139007943	1028	0.000205200047413	0.000173918520839	-0.638585992827	2463	0.706861550954
chr3	80000000	82000000	320	0.517959148546	1496614	762	0.000143513721111	0.000128560379068	-0.436144198449	1143	0.000215270581667	0.000188129935131	-0.528247904017	2643	0.72077185017
chr3	82000000	84000000	321	0.559149228746	1420877	714	0.000141641326336	0.000126626761241	-0.44363318178	1073	0.000212858743919	0.00018920116164	-0.465614702787	2471	0.723188992311
chr3	84000000	86000000	322	0.604339729009	1454766	745	0.000144348205008	0.000130243409738	-0.408989480957	1130	0.00021894425726	0.000188918065825	-0.57459172117	2608	0.718941717791
chr3	86000000	88000000	323	0.650903884449	1419995	735	0.000145897812801	0.00012886257383	-0.48869601562	1103	0.000218945969414	0.000187150399529	-0.60841745251	2837	0.647867465633
chr3	88000000	90000000	324	0.702110747819	1326760	697	0.000148077360969	0.000131650352025	-0.464235725464	1034	0.000219672871222	0.000191967452171	-0.528326733776	2471	0.700526102792
chr3	90000000	92000000	325	0.763121531595	1334421	809	0.000170884987544	0.000150429918373	-0.501135216867	1160	0.000245026681768	0.000216506279739	-0.487704516247	2819	0.698474636396
chr3	92000000	94000000	326	0.819311686584	1556371	717	0.000129853686348	0.000120391400386	-0.304964027462	1004	0.000181831382278	0.000156186545834	-0.590769167489	2441	0.705038918476
chr3	94000000	96000000	327	0.886504512207	1593534	754	0.000133370036229	0.000120628939068	-0.399871595327	1010	0.000178652170546	0.000162779543356	-0.372162739374	2480	0.711290322581
chr3	96000000	98000000	328	0.952154231003	1501018	659	0.000123750730631	0.000106061353028	-0.598073798507	848	0.000159242214833	0.00013356198751	-0.675231514801	2023	0.744933267425
chr3	98000000	100000000	329	1.02860649374	1443501	629	0.000122823597514	0.000114349181535	-0.288635073954	915	0.000178670257115	0.000157621169497	-0.493372983938	2115	0.730023640662
chr3	100000000	102000000	330	1.10329650467	1403049	844	0.000169557836096	0.00016105525969	-0.209961371666	1237	0.000248510714752	0.000231263258953	-0.290834316519	2917	0.713404182379
chr3	102000000	104000000	331	1.18180198138	1440809	787	0.00015396307526	0.000148900265132	-0.137657547421	1149	0.000224782177223	0.000202243834431	-0.420113602832	2610	0.741762452107
chr3	104000000	106000000	332	1.26589243727	1490261	761	0.000143936380671	0.000131824312371	-0.352234059776	1109	0.000209757485104	0.000181970950408	-0.55500079559	2475	0.755555555556
chr3	106000000	108000000	333	1.35639209436	1414028	716	0.000142726057803	0.000132588753919	-0.297251578313	1061	0.000211497691801	0.000192592776768	-0.374461233786	2315	0.767602591793
chr3	108000000	110000000	334	1.44821945801	1343303	920	0.000193046574656	0.000195895764709	0.0618100838964	1318	0.000276560201518	0.000256465240021	-0.304516373547	3044	0.735216819974
chr3	110000000	111636321	335	1.5314798993	859546	563	0.000184623733291	0.000180168551648	-0.100907120501	745	0.000244306716344	0.000220306019567	-0.411192498233	2059	0.635259834871
