chr	start	stop	window	rec_rate	callable	n_ins	theta_ins	pi_ins	tajd_ins	n_del	theta_del	pi_del	tajd_del
chr23	4000000	6000000	186	4.19262009942	727312	14	5.42569703991e-06	5.70232365347e-06	0.186637393823	1	3.87549788565e-07	1.37492575401e-07	-1.16439105425
chr23	6000000	6655392	187	NA	287514	0	NA	NA	NA	0	NA	NA	NA
chr24	0	2000000	188	2.64146478133	1050760	332	8.90600242914e-05	7.84494831811e-05	-0.496852169464	292	7.83299008828e-05	6.79307809285e-05	-0.553161275791
chr24	2000000	4000000	189	5.72935760575	1198185	632	0.000148676201647	0.000140313100758	-0.235317484373	861	0.000202547800029	0.000191183902495	-0.23492476224
chr24	4000000	6000000	190	10.6757109175	1326582	589	0.000125149596001	0.000117587509618	-0.252714780472	778	0.000165307955329	0.000153742951117	-0.292861986774
chr24	6000000	6808513	191	NA	509369	0	NA	NA	NA	0	NA	NA	NA
chr25LG1	0	1092960	192	NA	0	0	NA	NA	NA	0	NA	NA	NA
chr25LG2	0	809223	193	NA	0	0	NA	NA	NA	0	NA	NA	NA
chr26	0	2000000	194	7.87279377446	929732	80	2.42538376066e-05	1.94340100724e-05	-0.812146542603	92	2.78919132476e-05	2.57063325776e-05	-0.321334351122
chr26	2000000	4000000	195	9.19652147554	870218	412	0.000133449641435	0.000112173948911	-0.665721165683	524	0.000169727213864	0.000137581980365	-0.79174151274
chr26	4000000	6000000	196	13.7887258906	86	114	0.373641113344	0.361077111383	-0.138505772633	19	0.0622735188906	0.0569155446756	-0.325386670083
chr26	6000000	6596997	197	15.2593587048	0	39	NA	NA	NA	5	NA	NA	NA
chr27	0	2000000	198	16.8067126761	525120	386	0.000207193917891	0.000194822637031	-0.249234891931	435	0.000233495736483	0.000214377064691	-0.342000308182
chr27	2000000	4000000	199	0.0	364458	113	8.73935162234e-05	9.09353211156e-05	0.16690462772	117	9.04870920189e-05	8.72817342898e-05	-0.145979521663
chr27	4000000	4327975	200	NA	162109	0	NA	NA	NA	0	NA	NA	NA
chr28	0	2000000	201	5.93545437164	789226	330	0.000117858473873	0.000105579790566	-0.434456396614	324	0.00011571559253	0.000107613762024	-0.291939891068
chr28	2000000	4000000	202	12.7127426499	668752	381	0.000160586169617	0.000153294180015	-0.189529528629	471	0.000198519910471	0.000178769755573	-0.415700796335
chr28	4000000	5101010	203	NA	475477	0	NA	NA	NA	0	NA	NA	NA
chr2	0	2000000	204	1.49737785463	517221	379	0.000206543398045	0.000196139306836	-0.210241622208	453	0.000246871132755	0.000237107236762	-0.165229355293
chr2	2000000	4000000	205	1.46142208597	1217220	919	0.000212811302199	0.000214007933522	0.0235485713068	1221	0.000282744940137	0.000266742421687	-0.237164187855
chr2	4000000	6000000	206	1.42132410798	1391574	754	0.000152726112526	0.000144766021483	-0.21816080855	1155	0.000233950477411	0.000215503791882	-0.330373618444
chr2	6000000	8000000	207	1.38052234198	1579541	867	0.000154716435628	0.000148320902951	-0.173091980946	1196	0.000213426594015	0.000195109978485	-0.359613487869
chr2	8000000	10000000	208	1.34082338974	1648938	721	0.000123247805632	0.000112825409605	-0.353917934828	1063	0.000181709316764	0.000159426376569	-0.513729798075
chr2	10000000	12000000	209	1.30096081169	1663261	773	0.000130998808929	0.000124622021059	-0.203768790304	1136	0.000192515714027	0.000170707771629	-0.474619568882
chr2	12000000	14000000	210	1.26480136491	1502478	663	0.000124380891193	0.000107524124532	-0.567047340691	931	0.000174658536501	0.000147580757991	-0.649285152897
chr2	14000000	16000000	211	1.22702012361	1395469	493	9.95806561289e-05	8.98434033365e-05	-0.408663467487	745	0.000150481924576	0.000126130015296	-0.677337966272
chr2	16000000	18000000	212	1.19091933561	1437003	570	0.000111806084426	9.59819261264e-05	-0.591861159136	780	0.00015299779974	0.000125546381125	-0.751092991772
chr2	18000000	20000000	213	1.15456730375	1386486	749	0.000152270083689	0.000135571813241	-0.45900822718	1061	0.000215699010406	0.000190576449346	-0.487925509109
chr2	20000000	22000000	214	1.119396134	1378364	727	0.000148668427058	0.000132605717625	-0.452194369706	993	0.000203064302708	0.000173035035127	-0.619423048138
chr2	22000000	24000000	215	1.08754243622	1400727	754	0.000151728129259	0.000136429154289	-0.422054201357	1032	0.000207670330763	0.000181086415539	-0.536237264585
chr2	24000000	26000000	216	1.05453846353	1759978	673	0.000107784443189	9.99713453356e-05	-0.303310339739	975	0.000156151310713	0.000135270829641	-0.560084226647
chr2	26000000	28000000	217	1.02498207231	1598387	959	0.000169116088742	0.000158643485095	-0.259365316628	1336	0.000235598638748	0.000208512838584	-0.481827747466
chr2	28000000	30000000	218	0.994139973397	1525525	837	0.000154651588859	0.000143225929986	-0.309331500632	1104	0.000203984891398	0.000183329466387	-0.424237370229
chr2	30000000	32000000	219	0.965366701147	1432817	848	0.000166822023206	0.000152544547596	-0.358352214207	1143	0.000224855627977	0.000197608516723	-0.507713814842
chr2	32000000	34000000	220	0.936444157891	1527389	736	0.000135823967765	0.00012071512062	-0.465581830842	981	0.000181037109208	0.000155252904759	-0.596555134065
chr2	34000000	36000000	221	0.910227464951	1263298	544	0.000121378383272	0.000109012908652	-0.425945871652	787	0.000175597036094	0.000156515973103	-0.454894146696
chr2	36000000	38000000	222	0.883082714947	1550350	1010	0.00018362841161	0.000170195864092	-0.306415604924	1372	0.000249443743295	0.000223277256579	-0.439657479441
chr2	38000000	40000000	223	0.857135041281	1531328	939	0.000172840544612	0.000158809525904	-0.339988760133	1157	0.00021296752941	0.000183335881288	-0.582981528801
chr2	40000000	42000000	224	0.83324882939	1514928	805	0.00014977942022	0.000136973680041	-0.357935333223	1079	0.000200760241513	0.000176454451613	-0.507206482475
chr2	42000000	44000000	225	0.808375134921	1380345	848	0.000173163543045	0.00016032605121	-0.310410044783	1200	0.000245042749591	0.00022167227072	-0.399638840959
chr2	44000000	46000000	226	0.786363137055	1409871	828	0.000165538576641	0.000152529818984	-0.329019405673	1033	0.000206523369167	0.000189263302887	-0.35009560173
chr2	46000000	48000000	227	0.767620390328	1017084	633	0.000175426478327	0.000157581560825	-0.425549510811	881	0.000244155967466	0.00020766798954	-0.625801499811
chr2	48000000	50000000	228	NA	0	0	NA	NA	NA	0	NA	NA	NA
chr2	50000000	52000000	229	NA	185	0	NA	NA	NA	0	NA	NA	NA
chr2	52000000	54000000	230	0.697259787095	843	0	NA	NA	NA	2	NA	NA	NA
chr2	54000000	56000000	231	0.683258532912	370060	0	NA	NA	NA	2	NA	NA	NA
chr2	56000000	58000000	232	NA	1587642	0	NA	NA	NA	0	NA	NA	NA
chr2	58000000	60000000	233	NA	1900692	0	NA	NA	NA	0	NA	NA	NA
chr2	60000000	62000000	234	NA	1566690	0	NA	NA	NA	0	NA	NA	NA
chr2	62000000	64000000	235	NA	1675640	0	NA	NA	NA	0	NA	NA	NA
chr2	64000000	66000000	236	NA	1606955	0	NA	NA	NA	0	NA	NA	NA
chr2	66000000	68000000	237	NA	1538664	0	NA	NA	NA	0	NA	NA	NA
chr2	68000000	70000000	238	NA	1477328	0	NA	NA	NA	0	NA	NA	NA
chr2	70000000	72000000	239	NA	1396344	0	NA	NA	NA	0	NA	NA	NA
chr2	72000000	74000000	240	NA	1519229	0	NA	NA	NA	0	NA	NA	NA
chr2	74000000	76000000	241	0.563377657227	671542	381	0.000159918995541	0.000142547027274	-0.45340672266	443	0.00018594255912	0.00016238354179	-0.529255614071
chr2	76000000	78000000	242	0.555085428456	1170379	440	0.00010596792082	9.25161399584e-05	-0.530246583611	627	0.000151004287168	0.000117901529064	-0.91704620633
chr2	78000000	80000000	243	0.549560472706	1230968	272	6.22831254876e-05	5.78363831083e-05	-0.297315010804	334	7.64800143855e-05	6.72855149683e-05	-0.50138304912
chr2	80000000	82000000	244	0.543860769892	850015	90	2.98444910547e-05	1.83835765127e-05	-1.57399387169	136	4.50983420382e-05	3.34483261441e-05	-1.06726694231
chr2	82000000	84000000	245	0.538842980678	1455287	398	7.70872724793e-05	6.7441933049e-05	-0.52237213692	487	9.43253811493e-05	7.73477382088e-05	-0.752193291744
chr2	84000000	86000000	246	0.536008091335	1428748	643	0.000126853833147	0.000115312589469	-0.380630061399	839	0.000165521564557	0.000145206263032	-0.513888246623
chr2	86000000	88000000	247	0.53353854238	1690565	669	0.000111543046442	0.000102469635268	-0.340360905229	922	0.000153725992256	0.000131513179882	-0.60514368385
chr2	88000000	90000000	248	0.532093524985	1551200	817	0.000148457628196	0.000133597757933	-0.419065504989	1100	0.000199881751549	0.000180237371407	-0.411751157457
chr2	90000000	92000000	249	0.531592254924	1410133	675	0.000134924853173	0.000125131907117	-0.303700587731	966	0.00019309245654	0.000163500814985	-0.641878920775
chr2	92000000	94000000	250	0.53203950787	1609991	808	0.000141460819564	0.00012836619649	-0.387537074701	963	0.000168597486684	0.000148582066281	-0.497232959904
chr2	94000000	96000000	251	0.533450353533	1426194	1014	0.000200404563745	0.000183484301944	-0.353667837684	1365	0.000269775374273	0.000240821301125	-0.449826938476
chr2	96000000	98000000	252	0.536231762004	955917	616	0.000181638867058	0.000169801132811	-0.272614547969	875	0.000258009754344	0.000236185447283	-0.354202046623
chr2	98000000	100000000	253	0.539136988594	1456578	796	0.000154037896363	0.000136896204666	-0.465870006775	1081	0.00020918965574	0.000180455401922	-0.575458646304
chr2	100000000	102000000	254	0.543576103671	1603558	897	0.000157672526845	0.000147724130045	-0.264222937593	1137	0.000199859156102	0.000179213316493	-0.432819054668
chr2	102000000	104000000	255	0.548650119419	1413344	860	0.000171513705203	0.000160109268292	-0.278421486737	1197	0.000238723145497	0.000216083274843	-0.397392216089
chr2	104000000	106000000	256	0.554929073063	1468844	747	0.000143348510822	0.000131567839457	-0.343983029383	962	0.000184606783683	0.000160778064067	-0.540627720951
chr2	106000000	108000000	257	0.56225150559	1466108	914	0.000175722951654	0.000160137552874	-0.371434842791	1290	0.000248011605727	0.000227333004691	-0.349419052521
chr2	108000000	110000000	258	0.570285370888	1458147	926	0.000179002021433	0.000161928659781	-0.399454973076	1129	0.00021824328531	0.000192316903433	-0.497729003595
chr2	110000000	112000000	259	0.579306275983	1431586	1046	0.000205950333382	0.000190396120843	-0.316381006177	1398	0.000275256755323	0.000243109096448	-0.489514966212
chr2	112000000	114000000	260	0.589444860712	1400610	935	0.000188166646713	0.000171350152321	-0.374291064838	1226	0.000246729742107	0.000215169405511	-0.536017446297
chr2	114000000	116000000	261	0.600535644702	1531258	828	0.000152415881966	0.000135784467824	-0.456860763944	1161	0.000213713573626	0.000193339483992	-0.399448990042
chr2	116000000	118000000	262	0.612475455746	1533824	743	0.000136540516763	0.000122452805949	-0.431849264655	999	0.000183585432363	0.00015905550956	-0.559680194052
chr2	118000000	120000000	263	0.6256316106	1360639	768	0.000159098674871	0.000143550973206	-0.409067200468	1023	0.000211924406762	0.000184657820023	-0.538957067053
chr2	120000000	122000000	264	0.638468221711	1381154	735	0.000150000770869	0.000132379765113	-0.491673216805	1043	0.000212858236756	0.000186967983981	-0.509528030264
chr2	122000000	124000000	265	0.65476265374	1374085	856	0.000175593495103	0.000168923894427	-0.159042781009	1139	0.000233646017433	0.000209777875153	-0.428015583337
chr2	124000000	126000000	266	0.669765032316	1439226	852	0.000166862542277	0.000156059759314	-0.271077904632	1281	0.000250881357579	0.000227527266666	-0.390109752824
chr2	126000000	128000000	267	0.685551222597	1386508	616	0.000125229483625	0.000115955828751	-0.309765870307	818	0.000166294996112	0.000148692368089	-0.443168792037
chr2	128000000	130000000	268	0.704734696902	1425712	666	0.000131671166037	0.000114258700214	-0.553317960891	863	0.000170618943378	0.000150207497432	-0.500931227111
chr2	130000000	132000000	269	0.723507961465	1407063	578	0.000115787733479	0.000106193576714	-0.346522947705	779	0.000156053017959	0.000127391146254	-0.768855827663
chr2	132000000	134000000	270	0.742925436281	1845640	676	0.000103239991326	9.42220584729e-05	-0.36549828867	1095	0.000167230459322	0.000148318255599	-0.47379714552
chr2	134000000	136000000	271	0.762795401828	1314291	941	0.000201811702829	0.000193440297548	-0.173730136566	1282	0.000274944317776	0.000246849121654	-0.428233001869
chr2	136000000	138000000	272	0.784898667532	1870524	538	8.1071320742e-05	6.72032345791e-05	-0.715179035972	762	0.000114825922687	9.59230225271e-05	-0.689086519963
chr2	138000000	140000000	273	0.806455210399	1401401	574	0.000115451007374	0.000101004186825	-0.523300118102	911	0.000183233219021	0.00016563124293	-0.402297183516
chr2	140000000	142000000	274	0.831603397069	1555783	739	0.000133888622729	0.000122135149615	-0.367425171569	972	0.000176102491601	0.000153698203819	-0.532869789396
chr2	142000000	144000000	275	0.855389288301	1469634	830	0.000159190504446	0.000142072609127	-0.450215960703	1220	0.000233990861957	0.000204888105689	-0.521182950179
chr2	144000000	146000000	276	0.880631291339	1464236	1028	0.000197892935942	0.000182502216712	-0.325789835034	1411	0.00027162152978	0.000248669289866	-0.354178167291
chr2	146000000	148000000	277	0.908277173284	1547195	836	0.00015230335897	0.000152891284925	0.0161625198227	1171	0.000213334011189	0.00019530420161	-0.354122304252
chr2	148000000	150000000	278	0.93351348071	1130141	787	0.000196286467355	0.00019983999202	0.0757868645519	1005	0.000250658068223	0.000234842610929	-0.26429426449
chr2	150000000	150265477	279	NA	71	0	NA	NA	NA	0	NA	NA	NA
chr3	0	2000000	280	2.25735075485	831883	1	3.38833239555e-07	4.04915240801e-07	0.351952582697	2	6.7766647911e-07	5.25124452914e-07	-0.527780555995
chr3	2000000	4000000	281	NA	1563528	0	NA	NA	NA	0	NA	NA	NA
chr3	4000000	6000000	282	NA	967786	0	NA	NA	NA	0	NA	NA	NA
chr3	6000000	8000000	283	NA	0	0	NA	NA	NA	0	NA	NA	NA
chr3	8000000	10000000	284	NA	0	0	NA	NA	NA	0	NA	NA	NA
chr3	10000000	12000000	285	NA	80916	0	NA	NA	NA	0	NA	NA	NA
chr3	12000000	14000000	286	NA	1352102	0	NA	NA	NA	0	NA	NA	NA
chr3	14000000	16000000	287	NA	1451884	0	NA	NA	NA	0	NA	NA	NA
chr3	16000000	18000000	288	1.32751532648	1419086	361	7.17045548101e-05	6.7556456094e-05	-0.241381325598	449	8.91837814674e-05	7.85049413199e-05	-0.500211786167
chr3	18000000	20000000	289	1.26413992649	1678764	739	0.000124080360989	0.000111717530529	-0.417024170092	960	0.000161186937144	0.000137742316434	-0.609195325849
chr3	20000000	22000000	290	1.18044738214	1412341	695	0.000138705440269	0.0001215823866	-0.516597765887	924	0.000184408383898	0.00016210115352	-0.506605021466
chr3	22000000	24000000	291	1.09719488632	1502549	806	0.00015120099719	0.00013631572257	-0.41215037083	1091	0.000204665369646	0.000177498371101	-0.556108823553
chr3	24000000	26000000	292	1.02741238213	1560661	605	0.000109268518372	9.83658779669e-05	-0.417347474516	752	0.0001358180592	0.00010985898384	-0.800019065212
chr3	26000000	28000000	293	0.975710540404	480962	138	8.08754255664e-05	6.9061151346e-05	-0.603665669564	176	0.000103145470288	8.16784081202e-05	-0.862949973116
chr3	28000000	30000000	294	0.858590097077	270000	22	2.29671535558e-05	1.43664717349e-05	-1.4347647341	34	3.54946918589e-05	2.12475633528e-05	-1.58530373254
chr3	30000000	32000000	295	0.831313308033	555007	61	3.09798729044e-05	2.06540780472e-05	-1.35120436136	69	3.50428070558e-05	2.11946117702e-05	-1.60833324264
chr3	32000000	34000000	296	0.748991042772	1219799	295	6.81682272957e-05	5.63595874575e-05	-0.721827630654	445	0.000102830037785	7.99398313294e-05	-0.929879006113
chr3	34000000	36000000	297	0.702826015984	1391734	664	0.000134480742907	0.000117309168199	-0.534257826207	933	0.000188961646283	0.000157176133098	-0.704482186743
chr3	36000000	38000000	298	0.648998443813	1430547	816	0.000160781577429	0.000145586563079	-0.395669718544	1006	0.00019821846433	0.000175718577726	-0.475471881306
chr3	38000000	40000000	299	0.602045466098	1514013	799	0.000148752896999	0.000133997319845	-0.415273207728	1067	0.00019864748573	0.000169344301326	-0.617980209886
chr3	40000000	42000000	300	0.55778827933	1399903	776	0.000156247124817	0.000148036572609	-0.219972373248	1146	0.000230746398248	0.000217225576945	-0.245511932869
chr3	42000000	44000000	301	0.517213928663	1436735	781	0.000153222526654	0.000135489953189	-0.484467685264	1089	0.000213648311813	0.000193776349263	-0.389674672566
chr3	44000000	46000000	302	0.479682721717	1480279	975	0.000185656130719	0.000173299478644	-0.278772544549	1373	0.000261441915362	0.000237202794736	-0.388583016985
chr3	46000000	48000000	303	0.448200469612	1447496	804	0.000156562206669	0.000143492806307	-0.349477553593	1123	0.000218680793643	0.000191772187062	-0.515546660382
chr3	48000000	50000000	304	0.421610325932	1359447	874	0.000181216362779	0.000170080767749	-0.257312865355	1185	0.000245699530771	0.000224816646614	-0.356137758819
chr3	50000000	52000000	305	0.396815331179	1454794	877	0.000169920723873	0.000154020721183	-0.391832143959	1079	0.000209058678517	0.000185947831427	-0.463127349679
chr3	52000000	54000000	306	0.377231295753	1486076	734	0.000139220534533	0.000126458078718	-0.38367945004	1001	0.000189863426522	0.000167792650967	-0.48692285616
chr3	54000000	56000000	307	0.360852565696	1326022	866	0.000184083736044	0.000167842734053	-0.369430551154	1270	0.000269961137155	0.000240628697992	-0.455336754519
chr3	56000000	58000000	308	0.349015388289	1433968	810	0.000159218605697	0.000151904586287	-0.192318750257	1141	0.000224282011236	0.000200551344609	-0.443318965137
chr3	58000000	60000000	309	0.340948667017	1474505	961	0.000183706869058	0.00016628952553	-0.397100789102	1233	0.000235702986002	0.000215183721781	-0.36480427839
chr3	60000000	62000000	310	0.337170615694	1448912	745	0.00014493141116	0.000129044196066	-0.458819633625	1075	0.000209129217445	0.000183324489432	-0.516932751908
chr3	62000000	64000000	311	0.337216875028	1429081	913	0.000180078634866	0.000165745089253	-0.333336991957	1321	0.000260551891191	0.000233996533437	-0.42714244143
chr3	64000000	66000000	312	0.3414618424	1419842	951	0.000188794246713	0.000185031707383	-0.083469168559	1182	0.000234652786135	0.000208436832	-0.468133562278
chr3	66000000	68000000	313	0.349280538448	1528923	835	0.000153939162319	0.000140683825701	-0.360525673179	1168	0.000215330468968	0.000188540010121	-0.521308508427
chr3	68000000	70000000	314	0.36172830045	1453835	604	0.000117103554076	0.00010735671336	-0.348138734405	905	0.000175461451057	0.000150281297758	-0.60097927069
chr3	70000000	72000000	315	0.378465990745	1434368	895	0.00017587767057	0.000166099193806	-0.232826051837	1227	0.00024111944334	0.000220768420583	-0.353682397486
chr3	72000000	74000000	316	0.397370440095	1486186	746	0.000141486146699	0.000131180010266	-0.304888062927	991	0.000187952776647	0.000162847081477	-0.559497013322
chr3	74000000	76000000	317	0.422929300876	1936656	905	0.000131717764382	0.000117584667918	-0.449340755795	1293	0.000188189026902	0.000164583749134	-0.525670937877
chr3	76000000	78000000	318	0.44925359292	1701167	704	0.000116647105617	0.000105373484635	-0.404456457201	952	0.000157738699642	0.000134860982274	-0.607448245401
chr3	78000000	80000000	319	0.483832708242	1412095	723	0.000144318710389	0.000133072156134	-0.326147978857	1018	0.000203203938002	0.000172587911094	-0.631126626176
chr3	80000000	82000000	320	0.517959148546	1496614	772	0.000145397103278	0.000130097181476	-0.440488835146	1133	0.0002133871995	0.000186593132723	-0.526096219646
chr3	82000000	84000000	321	0.559149228746	1420877	724	0.000143625098413	0.000128367717151	-0.444599865229	1063	0.000210874971842	0.00018746020573	-0.465162016084
chr3	84000000	86000000	322	0.604339729009	1454766	756	0.000146479520786	0.000131954663427	-0.415059447831	1119	0.000216812941482	0.000187206812136	-0.572111666158
chr3	86000000	88000000	323	0.650903884449	1419995	745	0.000147882817057	0.000130304387654	-0.497529794329	1093	0.000216960965158	0.000185708585705	-0.603483742943
chr3	88000000	90000000	324	0.702110747819	1326760	707	0.000150201856822	0.00013345133614	-0.466703500521	1024	0.000217548375369	0.000190166468056	-0.527245805473
chr3	90000000	92000000	325	0.763121531595	1334421	818	0.000172786056626	0.000151873477632	-0.506721977394	1151	0.000243125612686	0.000215062720481	-0.483626172172
chr3	92000000	94000000	326	0.819311686584	1556371	726	0.000131483648938	0.000121696731151	-0.311528283367	995	0.000180201419688	0.00015488121507	-0.588555115291
chr3	94000000	96000000	327	0.886504512207	1593534	762	0.000134785102927	0.000121841074453	-0.401987753573	1002	0.000177237103849	0.000161567407972	-0.370331585587
chr3	96000000	98000000	328	0.952154231003	1501018	666	0.000125065230046	0.000107053662038	-0.60258748588	841	0.000157927715418	0.000132569678501	-0.672295141615
chr3	98000000	100000000	329	1.02860649374	1443501	637	0.000124385741839	0.000115687302497	-0.292557254509	907	0.000177108112791	0.000156283048534	-0.492417021151
chr3	100000000	102000000	330	1.10329650467	1403049	855	0.000171767713107	0.000162829590939	-0.217884332673	1226	0.000246300837741	0.000229488927704	-0.286028937022
chr3	102000000	104000000	331	1.18180198138	1440809	798	0.000156115036922	0.000150511202204	-0.150273440971	1138	0.000222630215561	0.000200632897359	-0.413984651656
chr3	104000000	106000000	332	1.26589243727	1490261	770	0.000145638650614	0.000133134573848	-0.359395991077	1100	0.000208055215162	0.000180660688931	-0.551638835633
chr3	106000000	108000000	333	1.35639209436	1414028	722	0.000143922086221	0.00013345228182	-0.304457829415	1055	0.000210301663383	0.000191729248866	-0.369963017676
chr3	108000000	110000000	334	1.44821945801	1343303	931	0.000195354740222	0.000197623634469	0.0486410069978	1307	0.000274252035951	0.000254737370261	-0.298207328993
chr3	110000000	111636321	335	1.5314798993	859546	570	0.000186919232639	0.000182005506701	-0.10993135991	738	0.000242011216996	0.000218469064513	-0.407150796087
chr4A	0	2000000	336	9.44322787831	1276240	395	8.72394664555e-05	8.78732592781e-05	0.0303292314542	338	7.46504801569e-05	7.01567433283e-05	-0.251071864994
chr4A	2000000	4000000	337	6.09781275539	1431633	439	8.64332965147e-05	8.28387839915e-05	-0.173710680895	188	3.70147146806e-05	3.55574809731e-05	-0.16336429459
chr4A	4000000	6000000	338	3.39592386881	1332341	503	0.000106414510058	9.89394251408e-05	-0.293601266217	546	0.000115511575531	0.000106847942634	-0.313592670761
chr4A	6000000	8000000	339	1.90866516303	1529148	629	0.000115944294362	0.000106347490649	-0.346256846831	905	0.000166819692206	0.000149873620715	-0.425406927518
chr4A	8000000	10000000	340	0.87422744225	1359860	534	0.000110686668269	9.2281171359e-05	-0.695191568353	759	0.000157324309394	0.000131379623444	-0.690292097552
chr4A	10000000	12000000	341	0.432850568224	1299661	339	7.35220941516e-05	5.39776384603e-05	-1.10875855293	456	9.8896976204e-05	7.38978127859e-05	-1.0560649133
chr4A	12000000	14000000	342	0.828742727346	1274993	286	6.32275698617e-05	5.38620088193e-05	-0.617081150484	358	7.91450000367e-05	6.21510120159e-05	-0.89588277471
chr4A	14000000	16000000	343	1.44427931615	1362472	378	7.82010296492e-05	6.85093750647e-05	-0.517255017789	543	0.000112336399734	8.59158167924e-05	-0.983339872393
chr4A	16000000	18000000	344	NA	1223709	0	NA	NA	NA	0	NA	NA	NA
chr4A	18000000	19934923	345	6.70977079405	755841	108	4.0275558056e-05	3.81519950694e-05	-0.216954746396	140	5.22090567393e-05	4.48437394136e-05	-0.583106305472
chr4	0	2000000	346	2.83211033898	333044	248	0.000209893178474	0.000203671523725	-0.123343916714	287	0.000242900573475	0.000223773182491	-0.328060286809
chr4	2000000	4000000	347	2.68065725728	877161	705	0.000226546866919	0.000226892272492	0.00638051169411	799	0.000256753115842	0.000242426838883	-0.233593505336
chr4	4000000	6000000	348	2.42306941293	1124681	770	0.000192978810082	0.000180467546845	-0.271387463006	934	0.000234080790411	0.000210899567826	-0.414749726616
chr4	6000000	8000000	349	2.24308569277	1085589	609	0.000158124846142	0.000150003459194	-0.214833284128	788	0.00020460160716	0.000177652771663	-0.551388194151
chr4	8000000	10000000	350	2.01409009523	813439	194	6.72241000164e-05	4.66828910472e-05	-1.26840332051	263	9.11337025995e-05	7.19362969733e-05	-0.876981095864
chr4	10000000	12000000	351	1.79117724211	1281502	642	0.000141209526625	0.000125440796486	-0.467180264539	830	0.000182560602957	0.000157602891804	-0.572381215551
chr4	12000000	14000000	352	1.62595471801	1587174	791	0.000140475375069	0.000129747323827	-0.319706690113	986	0.000175105840478	0.000155622508937	-0.466049424803
chr4	14000000	16000000	353	1.45679117545	1566166	898	0.000161616911244	0.000150592358396	-0.285659590809	1249	0.000224787886574	0.000195445438095	-0.547011664199
chr4	16000000	18000000	354	1.29982650574	1516289	1145	0.000212849071341	0.000200576261483	-0.241588346892	1408	0.000261739294715	0.000235637623726	-0.417983216461
chr4	18000000	20000000	355	1.16059545318	1509971	964	0.000179952002916	0.000166845309577	-0.305058948659	1353	0.00025256748957	0.000234263822913	-0.30373339401
chr4	20000000	22000000	356	1.02823628553	1471771	882	0.000168918260807	0.000166151420367	-0.0685903290906	1206	0.000230969866817	0.00021316245244	-0.32306613362
chr4	22000000	24000000	357	0.916523962608	1444893	911	0.000177717807733	0.000166167831696	-0.272169786467	1205	0.000235071304411	0.000211201215519	-0.425500089335
chr4	24000000	26000000	358	0.818608892139	1328790	698	0.000148063267372	0.000138705533843	-0.26448072861	885	0.000187730647026	0.000170919249448	-0.374996900868
chr4	26000000	28000000	359	0.692112696277	242134	178	0.000207210845664	0.000196520152173	-0.213951939261	213	0.000247954551272	0.00022834246196	-0.328654231372
chr4	28000000	30000000	360	0.648706381233	1416726	1186	0.000235964724032	0.000222789430664	-0.233962234317	1494	0.000297243927238	0.000277764217974	-0.274705898016
chr4	30000000	32000000	361	0.590330079276	1352116	850	0.000177195721408	0.000168663510807	-0.201615087636	1242	0.000258914218811	0.000234521298468	-0.394799623271
chr4	32000000	34000000	362	0.542836390702	1434974	1036	0.000203499797102	0.000188670207338	-0.305267962117	1471	0.000288946140479	0.000257969097258	-0.449377757207
chr4	34000000	36000000	363	0.509971678036	1609079	1004	0.000175875199582	0.000159793927229	-0.383003314001	1358	0.00023788697314	0.000211837428675	-0.458948509412
chr4	36000000	38000000	364	0.48899872982	1478156	696	0.000132720260803	0.000116578394047	-0.508959588237	928	0.000176960347737	0.000148834087877	-0.665648516961
chr4	38000000	40000000	365	0.482297839071	1368495	892	0.000183725694098	0.000170317719369	-0.305605224494	1334	0.00027476465911	0.000241294653116	-0.510524701565
chr4	40000000	42000000	366	0.488803503489	1363684	877	0.000181273410531	0.000170038621388	-0.259525497561	1275	0.000263538880761	0.00023050563188	-0.525285385353
chr4	42000000	44000000	367	0.509707193234	1354405	662	0.00013777096439	0.000118572167736	-0.583059464477	880	0.000183139650549	0.00015195252761	-0.713092466383
chr4	44000000	46000000	368	0.541895216431	1377691	803	0.000164290322207	0.000157869026394	-0.163628812613	1125	0.000230170127625	0.000207173490015	-0.418604896141
chr4	46000000	48000000	369	0.596365032163	1846714	536	8.18113210469e-05	7.44765253879e-05	-0.374829286941	820	0.000125159110557	0.000107245968558	-0.599215419969
chr4	48000000	50000000	370	0.652488415576	1610189	804	0.000140743209588	0.000129814770682	-0.325073252585	1110	0.000194309655029	0.000168832746702	-0.549325555028
chr4	50000000	52000000	371	0.726988330023	1915640	552	8.12219549211e-05	6.85438094621e-05	-0.652668389685	735	0.000108148798672	8.83200777203e-05	-0.767383312262
chr4	52000000	54000000	372	0.810988307604	1449082	752	0.000146276020328	0.00013160419021	-0.419836111916	1087	0.000211438875129	0.000181679450199	-0.589656333575
chr4	54000000	56000000	373	0.921686266554	1423397	600	0.000118815598946	0.000103303649834	-0.546060757405	996	0.00019723389425	0.000164528570514	-0.694569967372
chr4	56000000	58000000	374	1.03447440121	1463024	664	0.000127927786727	0.000110913027437	-0.556495673066	895	0.000172432784821	0.000152308901937	-0.488723260432
chr4	58000000	60000000	375	1.15860880192	1501559	825	0.000154867327725	0.00014420801454	-0.288170911666	1135	0.000213059899356	0.000190100667653	-0.451494045355
